case#,state,q0a,q0b,q1,q2,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35m1,q36,q37,q38,vote16,educ,ideo,liberal,conserv,moderate,party,democrat,republican,dem_rep_lean,cell1,cell2,cell3,hispanic,raceq,brnagain,carea,income,getstate,gender,age,agex,partyid,phil3,whtevang,region,Tvote2016,Phil7,Phil5,PID7,PID5,weight,samtype
5746,NC,Yes (All),1980,Somewhat approve,Approve,Very,Not very,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Wrong direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Somewhat,Somewhat,Somewhat,Very,Favor,Favor,Too little,Somewhat,More,Bringing people together / Sense of community,No,Somewhat,No,Or did things come up to keep you from voting?,(Graduate degree),Moderate, , ,Dont lean either way,Neither, , ,Dont lean either way, ,No, ,No,White,No,Small town,"$100,000 or more",NC,Male,30-45,40,Independent + other,"MODERATE,",no,South,Trump 10%+,Moderate,Moderate,Independent,Independent,.926756037,Landline
5749,RI,Yes (All),1961,Strongly disapprove,Disapprove,Very,Somewhat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Wrong direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Not very,Not at all,Not very,Very,Favor,Favor,Too little,Not much,More,Spending more time with family,No,Somewhat,No,Democrat Hillary Clinton,"(Some college, no degree)",Liberal,Somewhat liberal, , ,Democrat,Not so strong, , , ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Rural,"$30,000 to under $50,000",RI,Female,55-64,59,Democrat,"LIBERAL (very liberal + somewhat liberal),",no,Northeast,Clinton 10%+,Somewhat Liberal,Somewhat Liberal,Somewhat Democrat,Lean Democarat,.900801237,Landline
5751,MD,Yes (All),1958,Strongly disapprove,(Dont know),Very,Somewhat,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly approve,Right direction,(Dont know),Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,(Dont know),Very,Somewhat,Somewhat,Favor,Favor,Too much,A great deal,Less,Will hurt Trump s reelection / Trump negative,No,Very,Yes,Democrat Hillary Clinton,(4-year degree_traditional college degree),Moderate, , ,Lean liberal,Democrat,Strong, , , ,Yes,All or almost all calls received on a cell phone,No,White,No,Suburban,"$75,000 to under $100,000",MD,Female,55-64,62,Democrat,"LIBERAL (very liberal + somewhat liberal),",no,South,Close,Lean Liberal,Somewhat Liberal,Strong Democrat,Strong Democarat,.80052247,Landline
5752,FL,Yes (All),1941,Strongly disapprove,Disapprove,Very,Very,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat approve,Wrong direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Somewhat,Very,Very,Somewhat,Favor,Favor,(Dont know),A great deal,(Dont know),No silver lining,No,Somewhat,No,(Someone else),(High school graduate_GED_High school equivalency),Conservative, ,Somewhat conservative, ,Neither, , ,Dont lean either way, ,Yes,Very few or none received on a cell phone?,No,White,Yes,(Refused_Dont know),"$50,000 to under $75,000",FL,Female,65+,79,Independent + other,CONSRV (very + somewhat conservative),yes,South,Trump 10%+,Somewhat Conservative,Somewhat Conservative,Independent,Independent,.819811431,Landline
5758,PA,Yes (All),1955,Strongly disapprove,Disapprove,Very,Not very,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Wrong direction,Worst is yet to come,Not taking the pandemic seriously enough,(Mixed),"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Not very,Very,Not very,Very,Favor,Favor,Too little,A great deal,More,Bringing people together / Sense of community,No,Very,Yes,(Someone else),(2-year degree_community college degree),Liberal,Very liberal, , ,Democrat,Not so strong, , , ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Rural,"$75,000 to under $100,000",PA,Male,65+,65,Democrat,"LIBERAL (very liberal + somewhat liberal),",no,Northeast,Close,Very Liberal,Very Liberal,Somewhat Democrat,Lean Democarat,.760416033,Landline
5761,DE,Yes (All),1974,Strongly approve,Approve,Very,Very,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Right direction,Worst is yet to come,Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Somewhat,Somewhat,Somewhat,Very,Very,Favor,Favor,Just about right,A great deal,More,No silver lining,Yes,Very,No,Republican Donald Trump,(4-year degree_traditional college degree),Moderate, , ,Lean conservative,Republican, ,Not so strong, , ,Yes,All or almost all calls received on a cell phone,No,White,No,Small town,"$100,000 or more",DE,Male,46-54,46,"Republican,",CONSRV (very + somewhat conservative),no,South,Clinton 10%+,Lean Conservative,Somewhat Conservative,Somewhat Republican,Lean Republican,1.103501501,Landline
5768,PA,Yes (All),1935,Strongly disapprove,Disapprove,Very,Very,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Right direction,Worst is yet to come,Reacting appropriately,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Not at all,Somewhat,Not very,Very,Favor,Favor,Too little,A great deal,Less,Spending more time with family,No,Somewhat,No,(Someone else),(4-year degree_traditional college degree),Conservative, ,Somewhat conservative, ,Republican, ,Not so strong, , ,No, ,No,White,No,Suburban,DO NOT READ -- (Refused_Dont know),PA,Male,65+,85,"Republican,",CONSRV (very + somewhat conservative),no,Northeast,Clinton 10%+,Somewhat Conservative,Somewhat Conservative,Somewhat Republican,Lean Republican,.675765192,Landline
5769,FL,Yes (All),1956,Strongly disapprove,(Dont know),Very,Somewhat,(Dont know),Strongly disapprove,Strongly disapprove,Somewhat approve,(Dont know),Strongly approve,Right direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Very,Very,Very,Very,Oppose,Favor,Too little,A great deal,Less,Learn valuable lessons / Chance for reflection,No,Very,Yes,Republican Donald Trump,"(Some college, no degree)",Moderate, , ,Dont lean either way,Democrat,Not so strong, , , ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Small town,"$75,000 to under $100,000",FL,Male,55-64,64,Democrat,"MODERATE,",no,South,Trump 10%+,Moderate,Moderate,Somewhat Democrat,Lean Democarat,.853752362,Landline
5774,FL,Yes (All),1938,Somewhat approve,Approve,Very,Very,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Right direction,(Dont know),Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Very,Somewhat,Very,Not very,Very,Favor,Favor,Just about right,Somewhat,No difference,Will be stronger in the future / Pandemic will be contained,No,Very,Yes,Republican Donald Trump,(2-year degree_community college degree),Moderate, , ,Lean liberal,Republican, ,Not so strong, , ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Small town,"$50,000 to under $75,000",FL,Male,65+,82,"Republican,","LIBERAL (very liberal + somewhat liberal),",no,South,Clinton 10%+,Lean Liberal,Somewhat Liberal,Somewhat Republican,Lean Republican,.76865966,Landline
5775,SC,Yes (All),1952,Strongly disapprove,Disapprove,Very,Very,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,(Dont know),Somewhat approve,(Dont know),Worst is over,Not taking the pandemic seriously enough,(Dont know),"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Very,Somewhat,Somewhat,Very,Favor,Favor,(Dont know),Somewhat,No difference,No silver lining,No,Somewhat,Yes,Democrat Hillary Clinton,"(Some college, no degree)",Moderate, , ,Dont lean either way,Democrat,Strong, , , ,Yes,Some received on a cell phone and some on a regular home phone,No,"African-American, black",Yes,Suburban,"$30,000 to under $50,000",SC,Female,65+,68,Democrat,"MODERATE,",no,South,Close,Moderate,Moderate,Strong Democrat,Strong Democarat,1.309746357,Landline
5782,FL,Yes (All),1948,Strongly approve,Disapprove,Somewhat,Not very,Somewhat disapprove,Strongly approve,Strongly approve,Strongly disapprove,(Dont know),Somewhat approve,Right direction,(Dont know),Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Favor,Favor,(Dont know),A great deal,More,Economic opportunities / Still have a job / Saving money,No,Not at all,No,Republican Donald Trump,(Graduate degree),Conservative, ,Very conservative, ,Republican, ,Not so strong, , ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Suburban,"$75,000 to under $100,000",FL,Female,65+,72,"Republican,",CONSRV (very + somewhat conservative),no,South,Trump 10%+,Very Conservative,Very Conservative,Somewhat Republican,Lean Republican,.736575474,Landline
5784,PA,Yes (All),1938,Strongly disapprove,Disapprove,Very,Very,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve,Strongly disapprove,Right direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Somewhat,Very,Very,Very,Favor,Favor,Too little,Somewhat,More,Bringing people together / Sense of community,No,Very,No,Democrat Hillary Clinton,(Graduate degree),Moderate, , ,Lean liberal,Neither, , ,Lean Democratic, ,Yes,Some received on a cell phone and some on a regular home phone,No,White,No,Rural,"$75,000 to under $100,000",PA,Female,65+,82,Democrat,"LIBERAL (very liberal + somewhat liberal),",no,Northeast,Trump 10%+,Lean Liberal,Somewhat Liberal,Lean Democrat,Lean Democarat,.72867594,Landline
5796,MA,Yes (All),1982,Somewhat approve,Approve,Very,Somewhat,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Right direction,Worst is over,Reacting appropriately,Federal government could have slowed the spread of the virus,"No, does not describe","Yes, describes","Yes, describes","No, does not describe",Very,Somewhat,Somewhat,Somewhat,Somewhat,Favor,Favor,Just about right,A great deal,No difference,Spending more time with family,No,Not very,Yes,Republican Donald Trump,(4-year degree_traditional college degree),Moderate, , ,Lean conservative,Neither, , ,Lean Republican, ,Yes,All or almost all calls received on a cell phone,No,White,Yes,Small town,"$100,000 or more",MA,Female,30-45,38,"Republican,",CONSRV (very + somewhat conservative),yes,Northeast,Clinton 10%+,Lean Conservative,Somewhat Conservative,Lean Republican,Lean Republican,.967172071,Landline
5807,MA,Yes (All),1970,Strongly disapprove,Disapprove,Very,Very,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly disapprove,Wrong direction,Worst is yet to come,Not taking the pandemic seriously enough,Federal government could have slowed the spread of the virus,"No, does not describe","No, does not describe","No, does not describe","No, does not describe",Very,Very,Very,Very,Very,Favor,Favor,Too little,A great deal,More,Will hurt Trump s reelection / Trump negative,Yes,Very,No,Democrat Hillary Clinton,(Graduate degree),Conservative, ,Somewhat conservative, ,Republican, ,Not so strong, , ,Yes,All or almost all calls received on a cell phone,No,White,No,Suburban,"$100,000 or more",MA,Female,46-54,50,"Republican,",CONSRV (very + somewhat conservative),no,Northeast,Close,Somewhat Conservative,Somewhat Conservative,Somewhat Republican,Lean Republican,1.202802617,Landline
5824,KS,Yes (All),1941,Strongly approve,Disapprove,Very,Not very,Strongly approve,Strongly approve,Strongly approve,(Dont know),(Dont know),Somewhat approve,Right direction,(Dont know),Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Somewhat,Not very,Somewhat,Not at all,Not very,Favor,Favor,Just about right,Somewhat,More,Will help Trump s reelection / Trump positive,No,Somewhat,No,Republican Donald Trump,(High school graduate_GED_High school equivalency),Conservative, ,Very conservative, ,Republican, ,Strong, , ,Yes,Very few or none received on a cell phone?,No,White,Yes,Urban,"$30,000 to under $50,000",KS,Female,65+,79,"Republican,",CONSRV (very + somewhat conservative),yes,Midwest,Close,Very Conservative,Very Conservative,Strong Republican,Strong Republican,.830791485,Landline
5825,TX,Yes (All),1959,Strongly approve,Disapprove,Not at all,Not at all,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Right direction,Worst is over,Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Somewhat,Very,Not at all,Not at all,Not at all,Favor,Favor,Too much,Not much,No difference,Learn valuable lessons / Chance for reflection,No,Somewhat,Yes,Republican Donald Trump,(4-year degree_traditional college degree),Conservative, ,Very conservative, ,Neither, , ,Lean Republican, ,Yes,Very few or none received on a cell phone?,No,White,Yes,Suburban,"$30,000 to under $50,000",TX,Female,55-64,61,"Republican,",CONSRV (very + somewhat conservative),yes,South,Clinton 10%+,Very Conservative,Very Conservative,Lean Republican,Lean Republican,.80052247,Landline
5828,MO,Yes (All),1945,Strongly approve,(Dont know),Somewhat,Not very,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Right direction,Worst is yet to come,Reacting appropriately,Nothing could have prevented it from spreading the way it has,"Yes, describes","Yes, describes","Yes, describes","Yes, describes",Somewhat,Not at all,Not very,Not very,Somewhat,Favor,Favor,Too much,A great deal,No difference,Spending more time with family,No,Very,No,(Wont say _ Refused),(2-year degree_community college degree),(Dont know), , ,Lean conservative,Republican, ,Strong, , ,Yes,Very few or none received on a cell phone?,No,White,Yes,Rural,DO NOT READ -- (Refused_Dont know),MO,Female,65+,75,"Republican,",CONSRV (very + somewhat conservative),yes,Midwest,Trump 10%+,Lean Conservative,Somewhat Conservative,Strong Republican,Strong Republican,.811019218,Landline
